id,description,name,name_with_namespace,path,path_with_namespace,created_at,default_branch,tag_list,topics,ssh_url_to_repo,http_url_to_repo,web_url,readme_url,forks_count,avatar_url,star_count,last_activity_at,container_registry_image_prefix,marked_for_deletion_at,marked_for_deletion_on,packages_enabled,empty_repo,archived,visibility,resolve_outdated_diff_discussions,repository_object_format,issues_enabled,merge_requests_enabled,wiki_enabled,jobs_enabled,snippets_enabled,container_registry_enabled,service_desk_enabled,can_create_merge_request_in,issues_access_level,repository_access_level,merge_requests_access_level,forking_access_level,wiki_access_level,builds_access_level,snippets_access_level,pages_access_level,analytics_access_level,container_registry_access_level,security_and_compliance_access_level,releases_access_level,environments_access_level,feature_flags_access_level,infrastructure_access_level,monitor_access_level,model_experiments_access_level,model_registry_access_level,emails_disabled,emails_enabled,shared_runners_enabled,lfs_enabled,creator_id,import_status,open_issues_count,description_html,updated_at,ci_config_path,public_jobs,shared_with_groups,only_allow_merge_if_pipeline_succeeds,allow_merge_on_skipped_pipeline,request_access_enabled,only_allow_merge_if_all_discussions_are_resolved,remove_source_branch_after_merge,printing_merge_request_link_enabled,merge_method,merge_request_title_regex,squash_option,enforce_auth_checks_on_uploads,suggestion_commit_message,merge_commit_template,squash_commit_template,issue_branch_template,warn_about_potentially_unwanted_characters,autoclose_referenced_issues,max_artifacts_size,external_authorization_classification_label,requirements_enabled,requirements_access_level,security_and_compliance_enabled,compliance_frameworks,namespace.id,namespace.name,namespace.path,namespace.kind,namespace.full_path,namespace.parent_id,namespace.avatar_url,namespace.web_url,_links.self,_links.issues,_links.merge_requests,_links.repo_branches,_links.labels,_links.events,_links.members,_links.cluster_agents,container_expiration_policy.cadence,container_expiration_policy.enabled,container_expiration_policy.keep_n,container_expiration_policy.older_than,container_expiration_policy.name_regex,container_expiration_policy.name_regex_keep,container_expiration_policy.next_run_at
68865172,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,tr-pmc,Open Hardware Repository / white-rabbit / tr-pmc,tr-pmc,ohwr/white-rabbit/tr-pmc,2025-04-10T15:21:19.838Z,master,[],[],git@gitlab.com:ohwr/white-rabbit/tr-pmc.git,https://gitlab.com/ohwr/white-rabbit/tr-pmc.git,https://gitlab.com/ohwr/white-rabbit/tr-pmc,https://gitlab.com/ohwr/white-rabbit/tr-pmc/-/blob/master/README.md,0,,0,2025-04-10T15:21:23.360Z,registry.gitlab.com/ohwr/white-rabbit/tr-pmc,,,TRUE,FALSE,TRUE,public,FALSE,sha1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,disabled,enabled,disabled,enabled,disabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,,"<p data-sourcepos=""1:1-1:50"" dir=""auto"">READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS</p>",2025-04-12T18:34:44.133Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105483404,white-rabbit,white-rabbit,group,ohwr/white-rabbit,105419409,,https://gitlab.com/groups/ohwr/white-rabbit,https://gitlab.com/api/v4/projects/68865172,,,https://gitlab.com/api/v4/projects/68865172/repository/branches,https://gitlab.com/api/v4/projects/68865172/labels,https://gitlab.com/api/v4/projects/68865172/events,https://gitlab.com/api/v4/projects/68865172/members,https://gitlab.com/api/v4/projects/68865172/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T15:21:19.854Z
68855592,"Programmable attenuator of RF signals with very high voltage range (50
mV ��� 1000 V) for protecting digitizers against damage by high voltage
signals.  
Four channels with SMA connectors; Three attenuation values: 0, -20, -40
dB; Bandwidth: DC ��� 2 GHz.  
VME form factor with I2C management bus. No VME-bus interface, only
power supply used.  
[More info at the Wiki
page](https://gitlab.com/ohwr/project/vme-rf-att-4cha/-/wikis)

",Programmable RF Attenuator in VME,Open Hardware Repository / Projects / Programmable RF Attenuator in VME,vme-rf-att-4cha,ohwr/project/vme-rf-att-4cha,2025-04-10T11:14:23.085Z,master,[],[],git@gitlab.com:ohwr/project/vme-rf-att-4cha.git,https://gitlab.com/ohwr/project/vme-rf-att-4cha.git,https://gitlab.com/ohwr/project/vme-rf-att-4cha,,0,,0,2025-04-23T16:11:53.025Z,registry.gitlab.com/ohwr/project/vme-rf-att-4cha,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-9:62"" dir=""auto"">Programmable attenuator of RF signals with very high voltage range (50
mV ��� 1000 V) for protecting digitizers against damage by high voltage
signals. 
Four channels with SMA connectors; Three attenuation values: 0, -20, -40
dB; Bandwidth: DC ��� 2 GHz. 
VME form factor with I2C management bus. No VME-bus interface, only
power supply used. 
<a data-sourcepos=""8:1-9:62"" href=""https://gitlab.com/ohwr/project/vme-rf-att-4cha/-/wikis"">More info at the Wiki
page</a></p>",2025-04-23T16:11:53.057Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68855592,https://gitlab.com/api/v4/projects/68855592/issues,https://gitlab.com/api/v4/projects/68855592/merge_requests,https://gitlab.com/api/v4/projects/68855592/repository/branches,https://gitlab.com/api/v4/projects/68855592/labels,https://gitlab.com/api/v4/projects/68855592/events,https://gitlab.com/api/v4/projects/68855592/members,https://gitlab.com/api/v4/projects/68855592/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T11:14:23.104Z
68856296,"This project guides new users to start in the White Rabbit ���World��� with
simple experiments. The starting kit uses two SPEC + FMC-DIO cards. Each
node allows basic operations such as input timestamping or programmable
output pulse generation. Additionally, specific software and gateware
layers allow to use it as a standard network interface card implementing
the White Rabbit technology functionalities.

",White Rabbit Starting Kit,Open Hardware Repository / Projects / White Rabbit Starting Kit,wr-starting-kit,ohwr/project/wr-starting-kit,2025-04-10T11:41:32.211Z,master,[],[],git@gitlab.com:ohwr/project/wr-starting-kit.git,https://gitlab.com/ohwr/project/wr-starting-kit.git,https://gitlab.com/ohwr/project/wr-starting-kit,https://gitlab.com/ohwr/project/wr-starting-kit/-/blob/master/README,0,,0,2025-04-14T13:07:25.966Z,registry.gitlab.com/ohwr/project/wr-starting-kit,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-6:44"" dir=""auto"">This project guides new users to start in the White Rabbit ���World��� with
simple experiments. The starting kit uses two SPEC + FMC-DIO cards. Each
node allows basic operations such as input timestamping or programmable
output pulse generation. Additionally, specific software and gateware
layers allow to use it as a standard network interface card implementing
the White Rabbit technology functionalities.</p>",2025-04-14T13:07:25.966Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68856296,https://gitlab.com/api/v4/projects/68856296/issues,https://gitlab.com/api/v4/projects/68856296/merge_requests,https://gitlab.com/api/v4/projects/68856296/repository/branches,https://gitlab.com/api/v4/projects/68856296/labels,https://gitlab.com/api/v4/projects/68856296/events,https://gitlab.com/api/v4/projects/68856296/members,https://gitlab.com/api/v4/projects/68856296/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T11:41:32.229Z
68831036,Arria10-based open source timing receiver (PCIe format),Pex10,Open Hardware Repository / Projects / Pex10,pex10,ohwr/project/pex10,2025-04-09T17:07:18.237Z,master,[],[],git@gitlab.com:ohwr/project/pex10.git,https://gitlab.com/ohwr/project/pex10.git,https://gitlab.com/ohwr/project/pex10,https://gitlab.com/ohwr/project/pex10/-/blob/master/README.md,0,,0,2025-04-14T07:31:31.837Z,registry.gitlab.com/ohwr/project/pex10,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-1:55"" dir=""auto"">Arria10-based open source timing receiver (PCIe format)</p>",2025-04-14T07:31:31.837Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68831036,https://gitlab.com/api/v4/projects/68831036/issues,https://gitlab.com/api/v4/projects/68831036/merge_requests,https://gitlab.com/api/v4/projects/68831036/repository/branches,https://gitlab.com/api/v4/projects/68831036/labels,https://gitlab.com/api/v4/projects/68831036/events,https://gitlab.com/api/v4/projects/68831036/members,https://gitlab.com/api/v4/projects/68831036/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-10T17:07:18.268Z
68852629,"Production and functional tests for fmc-dac-600m-12b-1cha-dds

",fmc dac 600m 12b 1cha dds - Testing,Open Hardware Repository / Projects / fmc dac 600m 12b 1cha dds - Testing,fmc-dac-600m-12b-1cha-tst,ohwr/project/fmc-dac-600m-12b-1cha-tst,2025-04-10T09:40:25.946Z,master,[],[],git@gitlab.com:ohwr/project/fmc-dac-600m-12b-1cha-tst.git,https://gitlab.com/ohwr/project/fmc-dac-600m-12b-1cha-tst.git,https://gitlab.com/ohwr/project/fmc-dac-600m-12b-1cha-tst,,0,,0,2025-04-12T18:41:34.632Z,registry.gitlab.com/ohwr/project/fmc-dac-600m-12b-1cha-tst,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-1:61"" dir=""auto"">Production and functional tests for fmc-dac-600m-12b-1cha-dds</p>",2025-04-12T18:41:34.632Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68852629,https://gitlab.com/api/v4/projects/68852629/issues,https://gitlab.com/api/v4/projects/68852629/merge_requests,https://gitlab.com/api/v4/projects/68852629/repository/branches,https://gitlab.com/api/v4/projects/68852629/labels,https://gitlab.com/api/v4/projects/68852629/events,https://gitlab.com/api/v4/projects/68852629/members,https://gitlab.com/api/v4/projects/68852629/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T09:40:25.966Z
68861044,"A Time to Digital Converter core for Spartan 6 FPGAs.

",TDC core,Open Hardware Repository / Projects / TDC core,tdc-core,ohwr/project/tdc-core,2025-04-10T13:42:41.337Z,master,[],[],git@gitlab.com:ohwr/project/tdc-core.git,https://gitlab.com/ohwr/project/tdc-core.git,https://gitlab.com/ohwr/project/tdc-core,https://gitlab.com/ohwr/project/tdc-core/-/blob/master/README,0,,0,2025-04-25T14:36:52.893Z,registry.gitlab.com/ohwr/project/tdc-core,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-1:53"" dir=""auto"">A Time to Digital Converter core for Spartan 6 FPGAs.</p>",2025-04-25T14:36:52.893Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68861044,https://gitlab.com/api/v4/projects/68861044/issues,https://gitlab.com/api/v4/projects/68861044/merge_requests,https://gitlab.com/api/v4/projects/68861044/repository/branches,https://gitlab.com/api/v4/projects/68861044/labels,https://gitlab.com/api/v4/projects/68861044/events,https://gitlab.com/api/v4/projects/68861044/members,https://gitlab.com/api/v4/projects/68861044/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T13:42:41.370Z
68827686,"Utility project for the CERN BE-CO-HT Continuous Integration (CI) infrastructure.
",CERN BE-CO-HT CI,Open Hardware Repository / be-co-ht / CERN BE-CO-HT CI,cern-be-co-ht-ci,ohwr/be-co-ht/cern-be-co-ht-ci,2025-04-09T15:17:10.256Z,master,[],[],git@gitlab.com:ohwr/be-co-ht/cern-be-co-ht-ci.git,https://gitlab.com/ohwr/be-co-ht/cern-be-co-ht-ci.git,https://gitlab.com/ohwr/be-co-ht/cern-be-co-ht-ci,https://gitlab.com/ohwr/be-co-ht/cern-be-co-ht-ci/-/blob/master/README.md,0,,0,2025-04-22T07:47:50.424Z,registry.gitlab.com/ohwr/be-co-ht/cern-be-co-ht-ci,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-1:81"" dir=""auto"">Utility project for the CERN BE-CO-HT Continuous Integration (CI) infrastructure.</p>",2025-04-22T07:47:50.424Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105419464,be-co-ht,be-co-ht,group,ohwr/be-co-ht,105419409,,https://gitlab.com/groups/ohwr/be-co-ht,https://gitlab.com/api/v4/projects/68827686,https://gitlab.com/api/v4/projects/68827686/issues,https://gitlab.com/api/v4/projects/68827686/merge_requests,https://gitlab.com/api/v4/projects/68827686/repository/branches,https://gitlab.com/api/v4/projects/68827686/labels,https://gitlab.com/api/v4/projects/68827686/events,https://gitlab.com/api/v4/projects/68827686/members,https://gitlab.com/api/v4/projects/68827686/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-10T15:17:10.290Z
68849603,,Euro ADC 65M 14b 40cha tst PUMA-tst,Open Hardware Repository / Projects / Euro ADC 65M 14b 40cha tst PUMA-tst,euro-adc-65m-14b-40cha-tst,ohwr/project/euro-adc-65m-14b-40cha-tst,2025-04-10T08:11:06.274Z,master,[],[],git@gitlab.com:ohwr/project/euro-adc-65m-14b-40cha-tst.git,https://gitlab.com/ohwr/project/euro-adc-65m-14b-40cha-tst.git,https://gitlab.com/ohwr/project/euro-adc-65m-14b-40cha-tst,,0,,0,2025-04-23T13:24:17.857Z,registry.gitlab.com/ohwr/project/euro-adc-65m-14b-40cha-tst,,,TRUE,FALSE,TRUE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,,2025-05-08T11:19:32.782Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68849603,https://gitlab.com/api/v4/projects/68849603/issues,https://gitlab.com/api/v4/projects/68849603/merge_requests,https://gitlab.com/api/v4/projects/68849603/repository/branches,https://gitlab.com/api/v4/projects/68849603/labels,https://gitlab.com/api/v4/projects/68849603/events,https://gitlab.com/api/v4/projects/68849603/members,https://gitlab.com/api/v4/projects/68849603/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T08:11:06.309Z
68863333,"FMCprojects shows the FMC Mezzanine and Carrier boards that are
developed in the Open Hardware Repository context. Furthermore it gives
useful data helping you to design modules complying to this VITA 57.1
standard. This actually is not a hardware project, but is there to help
you find your way in the FMC standard and shows you which FMC Mezzanines
and Carriers are being developed in the context of the Open Hardware
project.

  - [*FMC Projects* Wiki home
    page](https://gitlab.com/ohwr/project/fmc-projects/-/wikis)

",FMC Projects,Open Hardware Repository / Projects / FMC Projects,fmc-projects,ohwr/project/fmc-projects,2025-04-10T14:34:11.457Z,master,[],[],git@gitlab.com:ohwr/project/fmc-projects.git,https://gitlab.com/ohwr/project/fmc-projects.git,https://gitlab.com/ohwr/project/fmc-projects,https://gitlab.com/ohwr/project/fmc-projects/-/blob/master/README,0,,0,2025-05-08T11:24:24.290Z,registry.gitlab.com/ohwr/project/fmc-projects,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-7:8"" dir=""auto"">FMCprojects shows the FMC Mezzanine and Carrier boards that are
developed in the Open Hardware Repository context. Furthermore it gives
useful data helping you to design modules complying to this VITA 57.1
standard. This actually is not a hardware project, but is there to help
you find your way in the FMC standard and shows you which FMC Mezzanines
and Carriers are being developed in the context of the Open Hardware
project.</p>
 
<a data-sourcepos=""9:5-10:63"" href=""https://gitlab.com/ohwr/project/fmc-projects/-/wikis""><em data-sourcepos=""9:6-9:19"">FMC Projects</em> Wiki home
page</a>
 ",2025-05-08T11:24:24.290Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68863333,https://gitlab.com/api/v4/projects/68863333/issues,https://gitlab.com/api/v4/projects/68863333/merge_requests,https://gitlab.com/api/v4/projects/68863333/repository/branches,https://gitlab.com/api/v4/projects/68863333/labels,https://gitlab.com/api/v4/projects/68863333/events,https://gitlab.com/api/v4/projects/68863333/members,https://gitlab.com/api/v4/projects/68863333/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T14:34:11.481Z
68828123,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,spec-ticks,Open Hardware Repository / fmc-projects / spec-ticks,spec-ticks,ohwr/fmc-projects/spec-ticks,2025-04-09T15:32:16.628Z,main,[],[],git@gitlab.com:ohwr/fmc-projects/spec-ticks.git,https://gitlab.com/ohwr/fmc-projects/spec-ticks.git,https://gitlab.com/ohwr/fmc-projects/spec-ticks,,0,,0,2025-04-09T15:32:24.564Z,registry.gitlab.com/ohwr/fmc-projects/spec-ticks,,,TRUE,TRUE,TRUE,public,FALSE,sha1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,disabled,enabled,disabled,enabled,disabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,,"<p data-sourcepos=""1:1-1:50"" dir=""auto"">READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS</p>",2025-04-09T15:32:16.628Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105420234,fmc-projects,fmc-projects,group,ohwr/fmc-projects,105419409,,https://gitlab.com/groups/ohwr/fmc-projects,https://gitlab.com/api/v4/projects/68828123,,,https://gitlab.com/api/v4/projects/68828123/repository/branches,https://gitlab.com/api/v4/projects/68828123/labels,https://gitlab.com/api/v4/projects/68828123/events,https://gitlab.com/api/v4/projects/68828123/members,https://gitlab.com/api/v4/projects/68828123/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-10T15:32:16.648Z
68850896,"A simple 4-lane PCIe carrier for a FPGA Mezzanine Card (VITA 57). It
supports the White Rabbit timing and control network.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/spec7/-/wikis)

",SPEC7,Open Hardware Repository / Projects / SPEC7,spec7,ohwr/project/spec7,2025-04-10T08:51:53.317Z,master,[],[],git@gitlab.com:ohwr/project/spec7.git,https://gitlab.com/ohwr/project/spec7.git,https://gitlab.com/ohwr/project/spec7,https://gitlab.com/ohwr/project/spec7/-/blob/master/README.md,0,,0,2025-05-06T13:06:00.254Z,registry.gitlab.com/ohwr/project/spec7,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,enabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,5,"<p data-sourcepos=""1:1-3:75"" dir=""auto"">A simple 4-lane PCIe carrier for a FPGA Mezzanine Card (VITA 57). It
supports the White Rabbit timing and control network. 
<a data-sourcepos=""3:1-3:75"" href=""https://gitlab.com/ohwr/project/spec7/-/wikis"">More info at the Wiki page</a></p>",2025-05-06T13:06:00.254Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68850896,https://gitlab.com/api/v4/projects/68850896/issues,https://gitlab.com/api/v4/projects/68850896/merge_requests,https://gitlab.com/api/v4/projects/68850896/repository/branches,https://gitlab.com/api/v4/projects/68850896/labels,https://gitlab.com/api/v4/projects/68850896/events,https://gitlab.com/api/v4/projects/68850896/members,https://gitlab.com/api/v4/projects/68850896/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T08:51:53.331Z
68877941,,FMC Software Support,Open Hardware Repository / dlampridis / FMC Software Support,fmc-sw,ohwr/dlampridis/fmc-sw,2025-04-11T00:27:42.758Z,master,[],[],git@gitlab.com:ohwr/dlampridis/fmc-sw.git,https://gitlab.com/ohwr/dlampridis/fmc-sw.git,https://gitlab.com/ohwr/dlampridis/fmc-sw,https://gitlab.com/ohwr/dlampridis/fmc-sw/-/blob/master/README.rst,0,,0,2025-04-11T15:29:05.132Z,registry.gitlab.com/ohwr/dlampridis/fmc-sw,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,,2025-04-11T15:29:05.132Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105506039,dlampridis,dlampridis,group,ohwr/dlampridis,105419409,,https://gitlab.com/groups/ohwr/dlampridis,https://gitlab.com/api/v4/projects/68877941,https://gitlab.com/api/v4/projects/68877941/issues,https://gitlab.com/api/v4/projects/68877941/merge_requests,https://gitlab.com/api/v4/projects/68877941/repository/branches,https://gitlab.com/api/v4/projects/68877941/labels,https://gitlab.com/api/v4/projects/68877941/events,https://gitlab.com/api/v4/projects/68877941/members,https://gitlab.com/api/v4/projects/68877941/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-12T00:27:42.778Z
68850653,"Radiation tolerant LED luminaires. Currently in production with two manufacturers.
[More info at the Wiki
page](https://gitlab.com/ohwr/project/radtol-led-luminaire/-/wikis)

",Radiation Tolerant LED Luminaire,Open Hardware Repository / Projects / Radiation Tolerant LED Luminaire,radtol-led-luminaire,ohwr/project/radtol-led-luminaire,2025-04-10T08:46:04.446Z,master,[],[],git@gitlab.com:ohwr/project/radtol-led-luminaire.git,https://gitlab.com/ohwr/project/radtol-led-luminaire.git,https://gitlab.com/ohwr/project/radtol-led-luminaire,,0,,0,2025-04-23T16:14:01.712Z,registry.gitlab.com/ohwr/project/radtol-led-luminaire,,,TRUE,FALSE,FALSE,public,FALSE,sha1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,enabled,enabled,enabled,enabled,enabled,disabled,disabled,enabled,enabled,enabled,private,enabled,enabled,enabled,enabled,enabled,enabled,enabled,FALSE,TRUE,FALSE,TRUE,2091140,finished,0,"<p data-sourcepos=""1:1-3:67"" dir=""auto"">Radiation tolerant LED luminaires. Currently in production with two manufacturers.
<a data-sourcepos=""2:1-3:67"" href=""https://gitlab.com/ohwr/project/radtol-led-luminaire/-/wikis"">More info at the Wiki
page</a></p>",2025-04-23T16:14:01.734Z,,TRUE,[],FALSE,,FALSE,FALSE,,TRUE,merge,,default_off,TRUE,,,,,TRUE,TRUE,,,FALSE,enabled,FALSE,[],105425055,Projects,project,group,ohwr/project,105419409,,https://gitlab.com/groups/ohwr/project,https://gitlab.com/api/v4/projects/68850653,https://gitlab.com/api/v4/projects/68850653/issues,https://gitlab.com/api/v4/projects/68850653/merge_requests,https://gitlab.com/api/v4/projects/68850653/repository/branches,https://gitlab.com/api/v4/projects/68850653/labels,https://gitlab.com/api/v4/projects/68850653/events,https://gitlab.com/api/v4/projects/68850653/members,https://gitlab.com/api/v4/projects/68850653/cluster_agents,1d,FALSE,10,90d,.*,,2025-04-11T08:46:04.472Z
