id,doi,title,display_name,authors,author_affiliations,publication_year,publication_date,language,type,cited_by_count,fwci,versions,is_retracted,open_access_status,updated_date,created_date,primary_topic,primary_topic_field,primary_topic_subfield,primary_topic_domain,paper_license,grants_funder
https://openalex.org/W3104379763,https://doi.org/10.5334/joh.20,Flat-Field and Colour Correction for the Raspberry Pi Camera Module,Flat-Field and Colour Correction for the Raspberry Pi Camera Module,Richard Bowman; Boyko Vodenicharski; Joel T. Collins; Julian Stirling,University of Bath; University of Cambridge; University of Bath; University of Bath,2020,2020-01-01,en,article,23,1.819,"['https://openalex.org/W3016532020', 'https://openalex.org/W3104379763']",False,gold,2025-08-21T04:01:58.532274,2020-11-23,Advanced Vision and Imaging,Computer Science,Computer Vision and Pattern Recognition,Physical Sciences,cc-by,
https://openalex.org/W3083678032,https://doi.org/10.5334/joh.23,A Novel Dual Non-Invasive Ventilator Continuous Positive Airway Pressure Non-Aerosolization Circuit for Emergency Use in the COVID-19 Pandemic,A Novel Dual Non-Invasive Ventilator Continuous Positive Airway Pressure Non-Aerosolization Circuit for Emergency Use in the COVID-19 Pandemic,Ted J. Vaughan; Frank Kirrane; Kevin M. Moerman; Tara Cahill; Anthony O’Regan; Derek O’Keeffe,Ollscoil na Gaillimhe – University of Galway; University Hospital Galway; Ollscoil na Gaillimhe – University of Galway; Ollscoil na Gaillimhe – University of Galway; Massachusetts Institute of Technology; University Hospital Galway; Ollscoil na Gaillimhe – University of Galway; University Hospital Galway; Ollscoil na Gaillimhe – University of Galway; University Hospital Galway; Ollscoil na Gaillimhe – University of Galway,2020,2020-01-01,en,article,3,0.426,[],False,gold,2025-08-18T17:38:09.674640,2020-09-11,Respiratory Support and Mechanisms,Medicine,Pulmonary and Respiratory Medicine,Health Sciences,cc-by,
https://openalex.org/W3094240235,https://doi.org/10.5334/joh.25,Building an Ear-EEG System by Hacking a Commercial Neck Speaker and a Commercial EEG Amplifier to Record Brain Activity Beyond the Lab,Building an Ear-EEG System by Hacking a Commercial Neck Speaker and a Commercial EEG Amplifier to Record Brain Activity Beyond the Lab,Martin G. Bleichner; Reiner Emkes,Carl von Ossietzky Universität Oldenburg; Carl von Ossietzky Universität Oldenburg,2020,2020-01-01,en,article,10,1.032,[],False,gold,2025-08-19T00:27:16.232845,2020-10-29,EEG and Brain-Computer Interfaces,Neuroscience,Cognitive Neuroscience,Life Sciences,cc-by,
https://openalex.org/W3116327724,https://doi.org/10.5334/joh.26,A Cost-Effective Pulse Oximeter Designed in Response to the COVID-19 Pandemic,A Cost-Effective Pulse Oximeter Designed in Response to the COVID-19 Pandemic,Benjamin Metcalfe; Pejman Iravani; Jonathan Graham-Harper-Cater; Richard Bowman; Julian Stirling; Peter Wilson,University of Bath; University of Bath; University of Bath; University of Bath; University of Bath; University of Bath,2021,2021-01-01,en,article,6,0.793,[],False,gold,2025-07-16T09:10:01.619627,2021-01-05,IoT and Edge/Fog Computing,Computer Science,Computer Networks and Communications,Physical Sciences,cc-by,
https://openalex.org/W3095092112,https://doi.org/10.5334/joh.27,Developing a Computer-Controlled Treat Dispenser for Canine Operant Conditioning,Developing a Computer-Controlled Treat Dispenser for Canine Operant Conditioning,Walker Arce; Jeffrey R. Stevens,University of Nebraska–Lincoln; University of Nebraska–Lincoln,2020,2020-10-28,en,article,5,0.716,[],False,gold,2025-08-17T10:16:58.221117,2020-11-09,Human-Animal Interaction Studies,"Biochemistry, Genetics and Molecular Biology",Genetics,Life Sciences,cc-by,
https://openalex.org/W3201597427,https://doi.org/10.5334/joh.34,TempSense: A Four-Channel Temperature Logger Based on a USB Bridge and CircuitPython,TempSense: A Four-Channel Temperature Logger Based on a USB Bridge and CircuitPython,Daniel Soto,Sonoma State University,2021,2021-01-01,en,article,1,0.116,[],False,gold,2025-08-20T21:41:26.037556,2021-09-27,Experimental Learning in Engineering,Engineering,Media Technology,Physical Sciences,cc-by,
https://openalex.org/W3191904179,https://doi.org/10.5334/joh.35,New Water and Air Pollution Sensors Added to the Sonic Kayak Citizen Science System for Low Cost Environmental Mapping,New Water and Air Pollution Sensors Added to the Sonic Kayak Citizen Science System for Low Cost Environmental Mapping,Amber Griffiths; Joanne K. Garrett; James P. Duffy; Kaffe Matthews; Federico Visi; Claire Eatock; M. Robinson; David Griffiths,Then Try This; Royal Cornwall Hospital; University of Exeter; Then Try This; Sustainability Institute; University of Exeter; Then Try This; Luleå University of Technology; Public Citizen; Then Try This,2021,2021-08-12,en,article,4,0.305,[],False,gold,2025-08-18T00:35:57.560107,2021-08-16,Water Quality Monitoring Technologies,Environmental Science,Water Science and Technology,Physical Sciences,cc-by,
https://openalex.org/W3159284849,https://doi.org/10.5334/joh.36,Open Source 3D Printed ISO 8655 Compliant Multichannel Pipette,Open Source 3D Printed ISO 8655 Compliant Multichannel Pipette,Shubham Chinchane; Hrishikesh Kadam; Ketan Mowade; Joshua M. Pearce,Michigan Technological University; Michigan Technological University; Michigan Technological University; Western University,2022,2022-01-01,en,article,2,0.185,[],False,gold,2025-08-21T09:05:47.782794,2021-05-10,Additive Manufacturing and 3D Printing Technologies,Engineering,Automotive Engineering,Physical Sciences,cc-by,
https://openalex.org/W4200409910,https://doi.org/10.5334/joh.39,PhasIR: An Instrumentation and Analysis Software for High-throughput Phase Transition Temperature Measurements,PhasIR: An Instrumentation and Analysis Software for High-throughput Phase Transition Temperature Measurements,Jaime Rodrı́guez; Maria Politi; Sage Scheiwiller; Shrilakshmi Bonageri; Stuart B. Adler; David Beck; Lilo D. Pozzo,University of Washington; University of Washington; University of Washington; University of Washington; University of Washington; University of Washington; University of Washington,2021,2021-12-27,en,article,4,0.207,[],False,gold,2025-07-27T07:45:21.606426,2021-12-31,Ionic liquids properties and applications,Chemical Engineering,Catalysis,Physical Sciences,cc-by,
https://openalex.org/W4214621782,https://doi.org/10.5334/joh.40,Reconfigurable Mechanical Vibrations Laboratory Kit,Reconfigurable Mechanical Vibrations Laboratory Kit,Ian Ho; Ajay Kumar; Daniel M. Harris,Brown University; Brown University; Brown University,2022,2022-01-01,en,article,0,0.0,[],False,gold,2025-08-11T20:23:58.820218,2022-03-02,Innovative Energy Harvesting Technologies,Engineering,Mechanical Engineering,Physical Sciences,cc-by,
https://openalex.org/W4210660068,https://doi.org/10.5334/joh.41,A Precise Dispenser Design for Canine Cognition Research,A Precise Dispenser Design for Canine Cognition Research,Walker Arce; Jeffrey R. Stevens,University of Nebraska–Lincoln; University of Nebraska–Lincoln,2022,2022-01-01,en,article,3,0.656,[],False,gold,2025-08-17T15:18:20.452628,2022-02-08,Primate Behavior and Ecology,Psychology,Social Psychology,Social Sciences,cc-by,
https://openalex.org/W4312787139,https://doi.org/10.5334/joh.44,BAFFLE: A 3D Printable Device for Macroscopic Quantification of Fluorescent Bacteria in Space and Time,BAFFLE: A 3D Printable Device for Macroscopic Quantification of Fluorescent Bacteria in Space and Time,Carles Tardío Pi; Daniela Reyes-González; Andrea Fernández-Duque; Ayari Fuentes-Hernández; Fernando Santos-Escobar; Rafael Peña‐Miller,Universidad Nacional Autónoma de México; Universidad Nacional Autónoma de México; Universidad Nacional Autónoma de México; Universidad Nacional Autónoma de México; Universidad Nacional Autónoma de México; Universidad Nacional Autónoma de México,2022,2022-01-01,en,article,4,0.489,[],False,gold,2025-08-19T23:35:24.252209,2023-01-05,Cell Image Analysis Techniques,"Biochemistry, Genetics and Molecular Biology",Biophysics,Life Sciences,cc-by,
https://openalex.org/W4386611798,https://doi.org/10.5334/joh.46,OpenPodcar: An Open Source Vehicle for Self-Driving Car Research,OpenPodcar: An Open Source Vehicle for Self-Driving Car Research,Fanta Camara; Chris Waltham; Grey Churchill; Charles Fox,University of Lincoln; University of Leeds; University of Lincoln; University of Lincoln; University of Lincoln; University of Leeds,2023,2023-09-11,en,article,2,0.319,[],False,gold,2025-08-18T11:45:24.990246,2023-09-12,Autonomous Vehicle Technology and Safety,Engineering,Automotive Engineering,Physical Sciences,cc-by,
https://openalex.org/W4320924213,https://doi.org/10.5334/joh.50,Geophysical Open Seismic Hardware: Design of a Vertical Seismic Profiling Instrument,Geophysical Open Seismic Hardware: Design of a Vertical Seismic Profiling Instrument,Arnaud Mercier; J. Christian Dupuis; Bernard Giroux,Université Laval; Université Laval; Institut National de la Recherche Scientifique,2023,2023-01-01,en,article,1,0.266,[],False,gold,2025-08-20T07:32:06.859744,2023-02-16,Geophysics and Sensor Technology,Engineering,Ocean Engineering,Physical Sciences,cc-by,
https://openalex.org/W4381468518,https://doi.org/10.5334/joh.52,A Low-Cost Electroporator for Genetically Modifying Social Amoeba Dictyostelium Discoideum,A Low-Cost Electroporator for Genetically Modifying Social Amoeba Dictyostelium Discoideum,Michael C. Cauchy; Ali A. Khan; Yulia Artemenko; David A. Dunn,State University of New York at Oswego; State University of New York at Oswego; State University of New York at Oswego; State University of New York at Oswego,2023,2023-05-08,en,article,0,0.0,[],False,gold,2025-08-21T06:26:42.929014,2023-06-22,Microbial Inactivation Methods,"Biochemistry, Genetics and Molecular Biology",Biotechnology,Life Sciences,cc-by,
https://openalex.org/W4390284117,https://doi.org/10.5334/joh.54,OpenScout: Open Source Hardware Mobile Robot,OpenScout: Open Source Hardware Mobile Robot,S. Carter; Nikolaos C. Tsagkopoulos; Garry Clawson; Charles Fox,University of Lincoln; University of Cambridge; University of Leeds; University of Lincoln; University of Cambridge; University of Leeds; University of Lincoln; University of Cambridge; University of Leeds; University of Lincoln; University of Cambridge; University of Leeds,2023,2023-12-27,en,article,1,0.185,[],False,gold,2025-08-16T16:00:18.832459,2023-12-28,Robotic Path Planning Algorithms,Computer Science,Computer Vision and Pattern Recognition,Physical Sciences,cc-by,
https://openalex.org/W4385992001,https://doi.org/10.5334/joh.58,Kleinvoet: a Spatially-Distributed Temporally-Synchronised Infrasonic Recorder,Kleinvoet: a Spatially-Distributed Temporally-Synchronised Infrasonic Recorder,Christiaan M. Geldenhuys; Thomas Niesler,Stellenbosch University; Stellenbosch University,2023,2023-08-18,en,article,1,0.164,[],False,gold,2025-08-19T07:31:13.509875,2023-08-19,Indoor and Outdoor Localization Technologies,Engineering,Electrical and Electronic Engineering,Physical Sciences,cc-by,
https://openalex.org/W2792585252,https://doi.org/10.5334/joh.6,Development of an Extruder for Open Source 3D Bioprinting,Development of an Extruder for Open Source 3D Bioprinting,Luka Banović; Boštjan Vihar,Institute on Aging,2018,2018-01-01,en,article,23,1.426,[],False,gold,2025-07-16T20:06:38.791052,2018-03-29,3D Printing in Biomedical Research,Engineering,Biomedical Engineering,Physical Sciences,cc-by,
https://openalex.org/W2804516145,https://doi.org/10.5334/joh.8,µCube: A Framework for 3D Printable Optomechanics,µCube: A Framework for 3D Printable Optomechanics,Mihails Delmans; Jim Haseloff,University of Cambridge,2018,2018-01-01,en,article,37,1.837,[],False,gold,2025-07-22T12:47:52.893293,2018-06-01,Advanced MEMS and NEMS Technologies,Engineering,Electrical and Electronic Engineering,Physical Sciences,cc-by,
https://openalex.org/W2887959589,https://doi.org/10.5334/joh.9,A Cartesian Coordinate Robot for Dispensing Fruit Fly Food,A Cartesian Coordinate Robot for Dispensing Fruit Fly Food,Matthew T. Wayland; Matthias Landgraf,University of Cambridge; University of Cambridge,2018,2018-07-31,en,article,9,1.013,[],False,gold,2025-08-19T06:22:07.486921,2018-08-22,Insect behavior and control techniques,Agricultural and Biological Sciences,Insect Science,Life Sciences,cc-by,
https://openalex.org/W4408694002,https://doi.org/10.5206/joh.v9i1.22245,CubEd: a 3D printable fluorescence cube microscope optimized for classroom and teaching use.,CubEd: a 3D printable fluorescence cube microscope optimized for classroom and teaching use.,Mathias Hammer; Jocelyn Tourtellotte; Colton Hormann; Selene Flemming; Brian Tran; Hui Rong; David Grünwald,,2025,2025-03-21,en,article,0,0.0,[],False,gold,2025-08-21T06:41:21.511496,2025-03-21,Image Processing Techniques and Applications,Engineering,Media Technology,Physical Sciences,cc-by,
https://openalex.org/W4409906376,https://doi.org/10.5206/joh.v9i1.18992,"Manual binder jet 3D printer designed to enable small-scale research, multi-material structures, and interchangeable binder deposition methods","Manual binder jet 3D printer designed to enable small-scale research, multi-material structures, and interchangeable binder deposition methods",Markus Chmielus; Jeffrey J. Martin; Erica Lynn Stevens Erickson; Katerina Frederick; Pierangeli Rodriguez De Vecchis; Emma Dickinson,,2025,2025-04-29,en,article,0,0.0,[],False,gold,2025-08-19T14:21:45.072821,2025-04-29,Additive Manufacturing and 3D Printing Technologies,Engineering,Automotive Engineering,Physical Sciences,cc-by,
https://openalex.org/W4410552659,https://doi.org/10.5206/joh.v9i1.22695,IMpack: open source high-bandwidth data-logging inertial measurement unit,IMpack: open source high-bandwidth data-logging inertial measurement unit,John T. Antolik; Daniel Harris,,2025,2025-05-21,en,article,0,0.0,[],False,gold,2025-08-20T18:48:24.486202,2025-05-21,Inertial Sensor and Navigation,Engineering,Aerospace Engineering,Physical Sciences,cc-by,
https://openalex.org/W4411204146,https://doi.org/10.5206/joh.v9i1.22756,A 3D-Printed Plate Handler for Automated Handling of Well Plates on the Opentrons OT-2,A 3D-Printed Plate Handler for Automated Handling of Well Plates on the Opentrons OT-2,Robert R. A. Bolt; David Shorthouse; Michael Cook,,2025,2025-06-11,en,article,0,0.0,[],False,gold,2025-08-13T15:39:57.552112,2025-06-12,Drilling and Well Engineering,Engineering,Ocean Engineering,Physical Sciences,cc-by,
https://openalex.org/W2803689844,https://doi.org/10.1016/j.ohx.2018.e00026,RepRapable Recyclebot: Open source 3-D printable extruder for converting plastic to 3-D printing filament,RepRapable Recyclebot: Open source 3-D printable extruder for converting plastic to 3-D printing filament,Aubrey L. Woern; Joseph R. McCaslin; Adam Pringle; Joshua M. Pearce,Michigan Technological University; Michigan Technological University; Michigan Technological University; Michigan Technological University; Aalto University,2018,2018-05-26,en,article,126,7.215,[],False,gold,2025-08-16T08:05:44.878669,2018-06-01,Additive Manufacturing and 3D Printing Technologies,Engineering,Automotive Engineering,Physical Sciences,cc-by,
https://openalex.org/W3040283469,https://doi.org/10.1016/j.ohx.2020.e00122,OhmPi: An open source data logger for dedicated applications of electrical resistivity imaging at the small and laboratory scale,OhmPi: An open source data logger for dedicated applications of electrical resistivity imaging at the small and laboratory scale,Rémi Clément; Yannick Fargier; Vivien Dubois; Julien Gance; Emile Gros; Nicolas Forquet,IRIS Instruments (France),2020,2020-07-02,en,article,21,1.983,[],False,gold,2025-07-17T16:47:55.388444,2020-07-10,Geophysical and Geoelectrical Methods,Earth and Planetary Sciences,Geophysics,Physical Sciences,cc-by-nc-nd,
https://openalex.org/W3198598798,https://doi.org/10.1016/j.ohx.2021.e00229,Open-source lab hardware: A versatile microfluidic control and sensor platform,Open-source lab hardware: A versatile microfluidic control and sensor platform,Florian Kehl; Vlad Cretu; Peter A. Willis,Lucerne University of Applied Sciences and Arts; Zürich Airport (Switzerland); University of Zurich; Jet Propulsion Laboratory; Jet Propulsion Laboratory; Jet Propulsion Laboratory,2021,2021-09-08,en,article,8,0.637,[],False,gold,2025-08-18T04:29:53.030404,2021-09-13,Microfluidic and Capillary Electrophoresis Applications,Engineering,Biomedical Engineering,Physical Sciences,cc-by,
https://openalex.org/W4220673003,https://doi.org/10.1016/j.ohx.2022.e00285,"A lower limb rehabilitation platform with mirror therapy, electrical stimulation and virtual reality for people with limited dorsiflexion movement","A lower limb rehabilitation platform with mirror therapy, electrical stimulation and virtual reality for people with limited dorsiflexion movement",J.D. Rosero-Herrera; Wilber Acuña-Bravo,University of Cauca; University of Cauca,2022,2022-03-08,en,article,4,0.473,[],False,gold,2025-08-17T19:41:25.555499,2022-04-03,Stroke Rehabilitation and Recovery,Medicine,Rehabilitation,Health Sciences,cc-by-nc-nd,
https://openalex.org/W4286253172,https://doi.org/10.1016/j.ohx.2022.e00340,Motrol: A hardware-software device for batch benchmarking and profiling of in-lab mobile device clusters,Motrol: A hardware-software device for batch benchmarking and profiling of in-lab mobile device clusters,Juan Manuel Toloza; Matías Hirsch; Cristian Mateos; Alejandro Zunino,Centro Científico Tecnológico - Tandil; Universidad Nacional del Centro de la Provincia de Buenos Aires; Centro Científico Tecnológico - Tandil; Universidad Nacional del Centro de la Provincia de Buenos Aires; Centro Científico Tecnológico - Tandil; Universidad Nacional del Centro de la Provincia de Buenos Aires; Centro Científico Tecnológico - Tandil; Universidad Nacional del Centro de la Provincia de Buenos Aires,2022,2022-07-20,en,article,2,0.191,[],False,gold,2025-08-20T07:56:17.165181,2022-07-21,Green IT and Sustainability,Engineering,Electrical and Electronic Engineering,Physical Sciences,cc-by-nc-nd,
https://openalex.org/W4364378902,https://doi.org/10.1016/j.ohx.2023.e00419,TMA-Mate: An open-source modular toolkit for constructing tissue microarrays of arbitrary layouts,TMA-Mate: An open-source modular toolkit for constructing tissue microarrays of arbitrary layouts,Nikolaos Pazaitis; Alexandra Kaiser,Krankenhaus Dresden-Friedrichstadt; Krankenhaus Dresden-Friedrichstadt,2023,2023-04-11,en,article,4,0.846,[],False,gold,2025-08-15T22:53:41.702520,2023-04-12,Cell Image Analysis Techniques,"Biochemistry, Genetics and Molecular Biology",Biophysics,Life Sciences,cc-by-nc-nd,
https://openalex.org/W4366160597,https://doi.org/10.1016/j.ohx.2023.e00422,Robust Arduino controlled spin coater using a novel and simple gravity chuck design,Robust Arduino controlled spin coater using a novel and simple gravity chuck design,Adam Shnier; Francis Otieno; Caren Billing; Daniel Wamwangi; D.G. Billing,University of the Witwatersrand; University of the Witwatersrand; Maseno University; University of the Witwatersrand; University of the Witwatersrand; University of the Witwatersrand,2023,2023-04-17,en,article,1,0.28,[],False,green,2025-08-17T02:16:49.416984,2023-04-19,Mobile Crowdsensing and Crowdsourcing,Computer Science,Computer Science Applications,Physical Sciences,cc-by,
https://openalex.org/W4381547943,https://doi.org/10.1016/j.ohx.2023.e00445,Open source scientific bottle roller,Open source scientific bottle roller,Maryam Mottaghi; Yuntian Bai; Apoorv Kulkarni; Joshua M. Pearce,Western University; Western University; Western University; Western University,2023,2023-06-21,en,article,3,0.501,[],False,gold,2025-08-13T09:36:58.717264,2023-06-22,Additive Manufacturing and 3D Printing Technologies,Engineering,Automotive Engineering,Physical Sciences,cc-by,
https://openalex.org/W4386826047,https://doi.org/10.1016/j.ohx.2023.e00474,Low-speed instrumented drill press for bone screw insertion,Low-speed instrumented drill press for bone screw insertion,J. Logan Betts; Frank Brinkley; Lauren B. Priddy; Matthew W. Priddy,Mississippi State University; Mississippi State University; Mississippi State University; Mississippi State University,2023,2023-09-18,en,article,2,0.98,[],False,green,2025-08-03T23:29:51.317435,2023-09-19,Orthopaedic implants and arthroplasty,Medicine,Surgery,Health Sciences,cc-by-nc-nd,
https://openalex.org/W4388092022,https://doi.org/10.1016/j.ohx.2023.e00476,Untangling the Gordian Knot of Aplysia sea hare egg masses: An integrated open-hardware system for standardized egg strand sizing and packaging for cryopreservation research and application,Untangling the Gordian Knot of Aplysia sea hare egg masses: An integrated open-hardware system for standardized egg strand sizing and packaging for cryopreservation research and application,Jack C. Koch; Allyssa M. Oune; Sarah Bodenstein; Terrence R. Tiersch,Louisiana State University Agricultural Center; Louisiana State University Agricultural Center; Louisiana State University Agricultural Center; Louisiana State University Agricultural Center,2023,2023-11-01,en,article,2,0.545,[],False,gold,2025-08-20T23:35:28.642754,2023-11-01,Reproductive biology and impacts on aquatic species,"Biochemistry, Genetics and Molecular Biology",Physiology,Life Sciences,cc-by,
https://openalex.org/W4388827250,https://doi.org/10.1016/j.ohx.2023.e00488,"Development of an Arduino-based, open-control interface for hardware in the loop applications","Development of an Arduino-based, open-control interface for hardware in the loop applications",Anniken Semb Kvalsund; Dietmar Winkler,University of South-Eastern Norway; University of South-Eastern Norway,2023,2023-11-19,en,article,5,1.394,[],False,gold,2025-08-03T22:09:21.132025,2023-11-21,Real-time simulation and control systems,Engineering,Control and Systems Engineering,Physical Sciences,cc-by-nc-nd,
https://openalex.org/W4388599417,https://doi.org/10.1016/j.ohx.2023.e00491,An open-hardware community ice nucleation cold stage for research and teaching,An open-hardware community ice nucleation cold stage for research and teaching,Sunandan Mahant; Shweta Yadav; Cameron Gilbert; Eva R. Kjærgaard; Mads Mørk Jensen; Tommy Ole Kessler; Merete Bilde; Markus D. Petters,North Carolina State University; University of Jammu; Central University of Jammu; North Carolina State University; Aarhus University; Aarhus University; Aarhus University; Aarhus University; North Carolina State University,2023,2023-11-12,en,article,2,0.553,[],False,gold,2025-08-18T16:58:16.857628,2023-11-12,Icing and De-icing Technologies,Engineering,Aerospace Engineering,Physical Sciences,cc-by-nc-nd,
https://openalex.org/W2533468225,https://doi.org/10.1016/j.ohx.2016.07.001,Open source laboratory sample rotator mixer and shaker,Open source laboratory sample rotator mixer and shaker,Karankumar C. Dhankani; Joshua M. Pearce,Michigan Technological University; Michigan Technological University,2016,2016-10-19,en,article,58,2.902,[],False,gold,2025-08-18T02:15:47.384836,2016-10-28,Electrowetting and Microfluidic Technologies,Engineering,Electrical and Electronic Engineering,Physical Sciences,cc-by,
https://openalex.org/W2538901655,https://doi.org/10.1016/j.ohx.2016.09.001,An open source automatic feeder for animal experiments,An open source automatic feeder for animal experiments,Jinook Oh; Riccardo Hofer; W. Tecumseh Fitch,University of Vienna; University of Vienna; University of Vienna,2016,2016-10-19,en,article,27,3.507,[],False,gold,2025-08-19T07:34:05.750277,2016-10-28,Primate Behavior and Ecology,Psychology,Social Psychology,Social Sciences,cc-by-nc-nd,
https://openalex.org/W2584208561,https://doi.org/10.1016/j.ohx.2017.01.001,"A high performance, low power computational platform for complex sensing operations in smart cities","A high performance, low power computational platform for complex sensing operations in smart cities",Jiming Jiang; Christian Claudel,King Abdullah University of Science and Technology; The University of Texas at Austin,2017,2017-02-02,en,article,15,1.876,[],False,gold,2025-07-16T01:41:15.990961,2017-02-10,Energy Efficient Wireless Sensor Networks,Computer Science,Computer Networks and Communications,Physical Sciences,cc-by-nc-nd,
